user_id,year,month,spend_count,cash_in_count,total_spend,total_cash_in,segments,month_year
7f6b00f5-2d37-4c8c-99ca-9a46d2ee3834,2025,3,1,2,14.395,4.1052,"TRENDSETTERS, CRAFTY_BUILDERS, PRUDENT_PLANNERS",2025-03-01
cdf206e3-ed38-49ae-8ada-926305ce36ab,2025,3,1,2,12.1428,7.8172,"TRENDSETTERS, CRAFTY_BUILDERS, PRUDENT_PLANNERS",2025-03-01
7f6b00f5-2d37-4c8c-99ca-9a46d2ee3834,2025,2,1,1,6.7115,3.421,"TRENDSETTERS, CRAFTY_BUILDERS, PRUDENT_PLANNERS",2025-02-01
cdf206e3-ed38-49ae-8ada-926305ce36ab,2025,2,1,1,6.6082,7.8099,"TRENDSETTERS, CRAFTY_BUILDERS, PRUDENT_PLANNERS",2025-02-01
cdf206e3-ed38-49ae-8ada-926305ce36ab,2025,1,1,3,14.3429,9.7802,"TRENDSETTERS, CRAFTY_BUILDERS, PRUDENT_PLANNERS",2025-01-01
7f6b00f5-2d37-4c8c-99ca-9a46d2ee3834,2025,1,1,2,2.5425,4.0087,"TRENDSETTERS, CRAFTY_BUILDERS, PRUDENT_PLANNERS",2025-01-01
